Sesion,Subjuego,Periodo,EA,EB,EC,Promedio,Objetivo,Target - C1,Target - C2,Target - C3,B1a,B1b,BO1,BOP1,BA1,BAP1,DO1,DOP1,DA1,DAP1,DO1n,DOP1n,DA1n,DAP1n,DO1a,DOP1a,DA1a,DAP1a,DO1na,DOP1na,DA1na,DAP1na,W1,G1,B2a,B2b,BO2,BOP2,BA2,BAP2,DO2,DOP2,DA2,DAP2,DO2n,DOP2n,DA2n,DAP2n,DO2a,DOP2a,DA2a,DAP2a,DO2na,DOP2na,DA2na,DAP2na,W2,G2,CC1,CC2,BO3,BOP3,BA3,BAP3,DO3,DOP3,DA3,DAP3,DO3n,DOP3n,DA3n,DAP3n,DO3a,DOP3a,DA3a,DAP3a,DO3na,DOP3na,DA3na,DAP3na,W3,G3,Puntos1,Puntos2,Puntos3,TA,TB,TC,
3,1,3,3,35,27,21.66666667,14.44444444,11.44444444,-20.55555556,-12.55555556,17,82,49.5,33,34,22.66666667,46.5,30,31,19.66666667,2.146153846,1.384615385,1.430769231,0.907692308,46.5,30,31,19.66666667,2.146153846,1.384615385,1.430769231,0.907692308,1,0,55,21,38,25.33333333,37,24.66666667,3,-9.666666667,2,-10.33333333,0.138461538,-0.446153846,0.092307692,-0.476923077,3,9.666666667,2,10.33333333,0.138461538,0.446153846,0.092307692,0.476923077,0,0,25,30,27.5,18.33333333,27.33333333,18.22222222,0.5,-8.666666667,0.333333333,-8.777777778,0.023076923,-0.4,0.015384615,-0.405128205,0.5,8.666666667,0.333333333,8.777777778,0.023076923,0.4,0.015384615,0.405128205,0,1,6,0,1,,,,
3,1,4,81,70,17,56,37.33333333,-43.66666667,-32.66666667,20.33333333,95,36,65.5,43.66666667,70.66666667,47.11111111,-15.5,-37.33333333,-10.33333333,-33.88888889,-0.276785714,-0.666666667,-0.18452381,-0.60515873,15.5,37.33333333,10.33333333,33.88888889,0.276785714,0.666666667,0.18452381,0.60515873,0,0,40,8,24,16,39.33333333,26.22222222,-46,-54,-30.66666667,-43.77777778,-0.821428571,-0.964285714,-0.547619048,-0.781746032,46,54,30.66666667,43.77777778,0.821428571,0.964285714,0.547619048,0.781746032,0,0,15,2,8.5,5.666666667,11.33333333,7.555555556,-8.5,-11.33333333,-5.666666667,-9.444444444,-0.151785714,-0.202380952,-0.101190476,-0.168650794,8.5,11.33333333,5.666666667,9.444444444,0.151785714,0.202380952,0.101190476,0.168650794,1,0,0,0,6,12,7,7,
4,1,1,12,36,24,24,16,4,-20,-8,41,30,35.5,23.66666667,27.66666667,18.44444444,23.5,11.66666667,15.66666667,6.444444444,0.979166667,0.486111111,0.652777778,0.268518519,23.5,11.66666667,15.66666667,6.444444444,0.979166667,0.486111111,0.652777778,0.268518519,1,2,14,24,19,12.66666667,24.66666667,16.44444444,-17,-23.33333333,-11.33333333,-19.55555556,-0.708333333,-0.972222222,-0.472222222,-0.814814815,17,23.33333333,11.33333333,19.55555556,0.708333333,0.972222222,0.472222222,0.814814815,0,2,48,87,67.5,45,53,35.33333333,43.5,21,29,11.33333333,1.8125,0.875,1.208333333,0.472222222,43.5,21,29,11.33333333,1.8125,0.875,1.208333333,0.472222222,0,0,7,2,0,,,,
4,1,2,15,72,5,30.66666667,20.44444444,5.444444444,-51.55555556,15.44444444,10,21,15.5,10.33333333,15.33333333,10.22222222,0.5,-4.666666667,0.333333333,-4.777777778,0.016304348,-0.152173913,0.010869565,-0.155797101,0.5,4.666666667,0.333333333,4.777777778,0.016304348,0.152173913,0.010869565,0.155797101,1,1,32,16,24,16,40,26.66666667,-48,-56,-32,-45.33333333,-1.565217391,-1.826086957,-1.043478261,-1.47826087,48,56,32,45.33333333,1.565217391,1.826086957,1.043478261,1.47826087,0,1,32,25,28.5,19,20.66666667,13.77777778,23.5,14,15.66666667,8.777777778,0.766304348,0.456521739,0.510869565,0.286231884,23.5,14,15.66666667,8.777777778,0.766304348,0.456521739,0.510869565,0.286231884,0,0,7,1,0,,,,
4,1,3,24,12,28,21.33333333,14.22222222,-9.777777778,2.222222222,-13.77777778,40,10,25,16.66666667,24.66666667,16.44444444,1,-7.333333333,0.666666667,-7.555555556,0.046875,-0.34375,0.03125,-0.354166667,1,7.333333333,0.666666667,7.555555556,0.046875,0.34375,0.03125,0.354166667,0,1,9,22,15.5,10.33333333,14.33333333,9.555555556,3.5,-1.666666667,2.333333333,-2.444444444,0.1640625,-0.078125,0.109375,-0.114583333,3.5,1.666666667,2.333333333,2.444444444,0.1640625,0.078125,0.109375,0.114583333,1,1,18,46,32,21.33333333,30.66666667,20.44444444,4,-6.666666667,2.666666667,-7.555555556,0.1875,-0.3125,0.125,-0.354166667,4,6.666666667,2.666666667,7.555555556,0.1875,0.3125,0.125,0.354166667,0,0,1,7,0,,,,
4,1,4,14,18,20,17.33333333,11.55555556,-2.444444444,-6.444444444,-8.444444444,20,16,18,12,16.66666667,11.11111111,4,-2,2.666666667,-2.888888889,0.230769231,-0.115384615,0.153846154,-0.166666667,4,2,2.666666667,2.888888889,0.230769231,0.115384615,0.153846154,0.166666667,1,0,26,32,29,19.33333333,25.33333333,16.88888889,11,1.333333333,7.333333333,-1.111111111,0.634615385,0.076923077,0.423076923,-0.064102564,11,1.333333333,7.333333333,1.111111111,0.634615385,0.076923077,0.423076923,0.064102564,0,0,18,32,25,16.66666667,23.33333333,15.55555556,5,-3.333333333,3.333333333,-4.444444444,0.288461538,-0.192307692,0.192307692,-0.256410256,5,3.333333333,3.333333333,4.444444444,0.288461538,0.192307692,0.192307692,0.256410256,0,1,8,0,1,23,10,1,
5,1,1,22,60,76,52.66666667,35.11111111,13.11111111,-24.88888889,-40.88888889,33,88,60.5,40.33333333,47.66666667,31.77777778,38.5,18.33333333,25.66666667,9.777777778,0.731012658,0.348101266,0.487341772,0.185654008,38.5,18.33333333,25.66666667,9.777777778,0.731012658,0.348101266,0.487341772,0.185654008,1,0,65,63,64,42.66666667,62.66666667,41.77777778,4,-17.33333333,2.666666667,-18.22222222,0.075949367,-0.329113924,0.050632911,-0.345991561,4,17.33333333,2.666666667,18.22222222,0.075949367,0.329113924,0.050632911,0.345991561,0,0,25,40,32.5,21.66666667,47,31.33333333,-43.5,-54.33333333,-29,-44.66666667,-0.825949367,-1.03164557,-0.550632911,-0.848101266,43.5,54.33333333,29,44.66666667,0.825949367,1.03164557,0.550632911,0.848101266,0,1,6,0,1,,,,
5,1,2,17,20,48,28.33333333,18.88888889,1.888888889,-1.111111111,-29.11111111,45,40,42.5,28.33333333,34,22.66666667,25.5,11.33333333,17,5.666666667,0.9,0.4,0.6,0.2,25.5,11.33333333,17,5.666666667,0.9,0.4,0.6,0.2,0,0,30,35,32.5,21.66666667,28.33333333,18.88888889,12.5,1.666666667,8.333333333,-1.111111111,0.441176471,0.058823529,0.294117647,-0.039215686,12.5,1.666666667,8.333333333,1.111111111,0.441176471,0.058823529,0.294117647,0.039215686,1,0,29,70,49.5,33,49,32.66666667,1.5,-15,1,-15.33333333,0.052941176,-0.529411765,0.035294118,-0.541176471,1.5,15,1,15.33333333,0.052941176,0.529411765,0.035294118,0.541176471,0,0,1,6,0,,,,
5,1,3,8,10,33,17,11.33333333,3.333333333,1.333333333,-21.66666667,20,23,21.5,14.33333333,17,11.33333333,13.5,6.333333333,9,3.333333333,0.794117647,0.37254902,0.529411765,0.196078431,13.5,6.333333333,9,3.333333333,0.794117647,0.37254902,0.529411765,0.196078431,0,0,16,18,17,11.33333333,14.66666667,9.777777778,7,1.333333333,4.666666667,-0.222222222,0.411764706,0.078431373,0.274509804,-0.013071895,7,1.333333333,4.666666667,0.222222222,0.411764706,0.078431373,0.274509804,0.013071895,1,0,30,15,22.5,15,26,17.33333333,-10.5,-18,-7,-15.66666667,-0.617647059,-1.058823529,-0.411764706,-0.921568627,10.5,18,7,15.66666667,0.617647059,1.058823529,0.411764706,0.921568627,0,1,0,6,1,,,,
5,1,4,3,8,11,7.333333333,4.888888889,1.888888889,-3.111111111,-6.111111111,10,12,11,7.333333333,8.333333333,5.555555556,8,4.333333333,5.333333333,2.555555556,1.090909091,0.590909091,0.727272727,0.348484848,8,4.333333333,5.333333333,2.555555556,1.090909091,0.590909091,0.727272727,0.348484848,1,0,17,19,18,12,14.66666667,9.777777778,10,4,6.666666667,1.777777778,1.363636364,0.545454545,0.909090909,0.242424242,10,4,6.666666667,1.777777778,1.363636364,0.545454545,0.909090909,0.242424242,0,0,7,15,11,7.333333333,11,7.333333333,0,-3.666666667,0,-3.666666667,0,-0.5,0,-0.5,0,3.666666667,0,3.666666667,0,0.5,0,0.5,0,1,8,0,1,15,12,3,
6,1,1,13,29,34,25.33333333,16.88888889,3.888888889,-12.11111111,-17.11111111,7,9,8,5.333333333,9.666666667,6.444444444,-5,-7.666666667,-3.333333333,-6.555555556,-0.197368421,-0.302631579,-0.131578947,-0.25877193,5,7.666666667,3.333333333,6.555555556,0.197368421,0.302631579,0.131578947,0.25877193,1,1,10,40,25,16.66666667,26.33333333,17.55555556,-4,-12.33333333,-2.666666667,-11.44444444,-0.157894737,-0.486842105,-0.105263158,-0.451754386,4,12.33333333,2.666666667,11.44444444,0.157894737,0.486842105,0.105263158,0.451754386,0,1,20,63,41.5,27.66666667,39,26,7.5,-6.333333333,5,-8,0.296052632,-0.25,0.197368421,-0.315789474,7.5,6.333333333,5,8,0.296052632,0.25,0.197368421,0.315789474,0,0,6,1,0,,,,
6,1,2,27,33,28,29.33333333,19.55555556,-7.444444444,-13.44444444,-8.444444444,23,13,18,12,21,14,-9,-15,-6,-13,-0.306818182,-0.511363636,-0.204545455,-0.443181818,9,15,6,13,0.306818182,0.511363636,0.204545455,0.443181818,1,0,20,5,12.5,8.333333333,19.33333333,12.88888889,-20.5,-24.66666667,-13.66666667,-20.11111111,-0.698863636,-0.840909091,-0.465909091,-0.685606061,20.5,24.66666667,13.66666667,20.11111111,0.698863636,0.840909091,0.465909091,0.685606061,0,0,15,40,27.5,18.33333333,27.66666667,18.44444444,-0.5,-9.666666667,-0.333333333,-9.555555556,-0.017045455,-0.329545455,-0.011363636,-0.325757576,0.5,9.666666667,0.333333333,9.555555556,0.017045455,0.329545455,0.011363636,0.325757576,0,0,7,0,0,,,,
6,1,3,13,97,17,42.33333333,28.22222222,15.22222222,-68.77777778,11.22222222,23,19,21,14,18.33333333,12.22222222,8,1,5.333333333,-0.777777778,0.188976378,0.023622047,0.125984252,-0.018372703,8,1,5.333333333,0.777777778,0.188976378,0.023622047,0.125984252,0.018372703,0,0,43,90,66.5,44.33333333,76.66666667,51.11111111,-30.5,-52.66666667,-20.33333333,-45.88888889,-0.720472441,-1.244094488,-0.480314961,-1.083989501,30.5,52.66666667,20.33333333,45.88888889,0.720472441,1.244094488,0.480314961,1.083989501,0,0,25,30,27.5,18.33333333,24,16,10.5,1.333333333,7,-1,0.248031496,0.031496063,0.165354331,-0.023622047,10.5,1.333333333,7,1,0.248031496,0.031496063,0.165354331,0.023622047,1,1,1,0,6,,,,
6,1,4,23,24,23,23.33333333,15.55555556,-7.444444444,-8.444444444,-7.444444444,17,15,16,10.66666667,18.33333333,12.22222222,-7,-12.33333333,-4.666666667,-10.77777778,-0.3,-0.528571429,-0.2,-0.461904762,7,12.33333333,4.666666667,10.77777778,0.3,0.528571429,0.2,0.461904762,1,0,29,50,39.5,26.33333333,34.33333333,22.88888889,15.5,2.333333333,10.33333333,-1.111111111,0.664285714,0.1,0.442857143,-0.047619048,15.5,2.333333333,10.33333333,1.111111111,0.664285714,0.1,0.442857143,0.047619048,0,0,30,35,32.5,21.66666667,29.33333333,19.55555556,9.5,-1.333333333,6.333333333,-3.444444444,0.407142857,-0.057142857,0.271428571,-0.147619048,9.5,1.333333333,6.333333333,3.444444444,0.407142857,0.057142857,0.271428571,0.147619048,1,0,3,0,3,17,1,9,
7,1,1,35,55,37,42.33333333,28.22222222,-6.777777778,-26.77777778,-8.777777778,50,20,35,23.33333333,35,23.33333333,0,-11.66666667,0,-11.66666667,0,-0.275590551,0,-0.275590551,0,11.66666667,0,11.66666667,0,0.275590551,0,0.275590551,1,0,23,70,46.5,31,49.33333333,32.88888889,-8.5,-24,-5.666666667,-22.11111111,-0.200787402,-0.566929134,-0.133858268,-0.522309711,8.5,24,5.666666667,22.11111111,0.200787402,0.566929134,0.133858268,0.522309711,0,0,25,18,21.5,14.33333333,26.66666667,17.77777778,-15.5,-22.66666667,-10.33333333,-19.22222222,-0.366141732,-0.535433071,-0.244094488,-0.454068241,15.5,22.66666667,10.33333333,19.22222222,0.366141732,0.535433071,0.244094488,0.454068241,0,0,7,0,0,,,,
7,1,2,25,13,63,33.66666667,22.44444444,-2.555555556,9.444444444,-40.55555556,35,40,37.5,25,33.33333333,22.22222222,12.5,0,8.333333333,-2.777777778,0.371287129,0,0.247524752,-0.082508251,12.5,0,8.333333333,2.777777778,0.371287129,0,0.247524752,0.082508251,1,1,7,25,16,10.66666667,15,10,3,-2.333333333,2,-3,0.089108911,-0.069306931,0.059405941,-0.089108911,3,2.333333333,2,3,0.089108911,0.069306931,0.059405941,0.089108911,0,1,43,68,55.5,37,58,38.66666667,-7.5,-26,-5,-24.33333333,-0.222772277,-0.772277228,-0.148514851,-0.722772277,7.5,26,5,24.33333333,0.222772277,0.772277228,0.148514851,0.722772277,0,0,6,1,0,,,,
7,1,3,27,7,11,15,10,-17,3,-1,30,65,47.5,31.66666667,40.66666667,27.11111111,20.5,4.666666667,13.66666667,0.111111111,1.366666667,0.311111111,0.911111111,0.007407407,20.5,4.666666667,13.66666667,0.111111111,1.366666667,0.311111111,0.911111111,0.007407407,0,1,27,62,44.5,29.66666667,32,21.33333333,37.5,22.66666667,25,14.33333333,2.5,1.511111111,1.666666667,0.955555556,37.5,22.66666667,25,14.33333333,2.5,1.511111111,1.666666667,0.955555556,0,1,25,33,29,19.33333333,23,15.33333333,18,8.333333333,12,4.333333333,1.2,0.555555556,0.8,0.288888889,18,8.333333333,12,4.333333333,1.2,0.555555556,0.8,0.288888889,1,1,0,1,7,,,,
7,1,4,15,68,24,35.66666667,23.77777778,8.777777778,-44.22222222,-0.222222222,23,18,20.5,13.66666667,18.66666667,12.44444444,5.5,-1.333333333,3.666666667,-2.555555556,0.154205607,-0.037383178,0.102803738,-0.07165109,5.5,1.333333333,3.666666667,2.555555556,0.154205607,0.037383178,0.102803738,0.07165109,0,0,42,9,25.5,17,39.66666667,26.44444444,-42.5,-51,-28.33333333,-41.55555556,-1.191588785,-1.429906542,-0.794392523,-1.165109034,42.5,51,28.33333333,41.55555556,1.191588785,1.429906542,0.794392523,1.165109034,0,0,28,52,40,26.66666667,34.66666667,23.11111111,16,2.666666667,10.66666667,-0.888888889,0.448598131,0.074766355,0.299065421,-0.024922118,16,2.666666667,10.66666667,0.888888889,0.448598131,0.074766355,0.299065421,0.024922118,1,0,1,0,6,14,2,13,
8,1,1,35,25,25,28.33333333,18.88888889,-16.11111111,-6.111111111,-6.111111111,45,55,50,33.33333333,45,30,15,-1.666666667,10,-5,0.529411765,-0.058823529,0.352941176,-0.176470588,15,1.666666667,10,5,0.529411765,0.058823529,0.352941176,0.176470588,0,0,50,70,60,40,48.33333333,32.22222222,35,15,23.33333333,7.222222222,1.235294118,0.529411765,0.823529412,0.254901961,35,15,23.33333333,7.222222222,1.235294118,0.529411765,0.823529412,0.254901961,1,1,15,60,37.5,25,33.33333333,22.22222222,12.5,0,8.333333333,-2.777777778,0.441176471,0,0.294117647,-0.098039216,12.5,0,8.333333333,2.777777778,0.441176471,0,0.294117647,0.098039216,1,0,0,3,3,,,,
8,1,2,30,40,30,33.33333333,22.22222222,-7.777777778,-17.77777778,-7.777777778,20,40,30,20,30,20,0,-10,0,-10,0,-0.3,0,-0.3,0,10,0,10,0,0.3,0,0.3,1,0,45,10,27.5,18.33333333,31.66666667,21.11111111,-12.5,-21.66666667,-8.333333333,-18.88888889,-0.375,-0.65,-0.25,-0.566666667,12.5,21.66666667,8.333333333,18.88888889,0.375,0.65,0.25,0.566666667,0,0,30,50,40,26.66666667,36.66666667,24.44444444,10,-3.333333333,6.666666667,-5.555555556,0.3,-0.1,0.2,-0.166666667,10,3.333333333,6.666666667,5.555555556,0.3,0.1,0.2,0.166666667,1,1,4,0,4,,,,
8,1,3,25,33,35,31,20.66666667,-4.333333333,-12.33333333,-14.33333333,20,30,25,16.66666667,25,16.66666667,0,-8.333333333,0,-8.333333333,0,-0.268817204,0,-0.268817204,0,8.333333333,0,8.333333333,0,0.268817204,0,0.268817204,1,2,22,32,27,18,29,19.33333333,-6,-15,-4,-13.66666667,-0.193548387,-0.483870968,-0.129032258,-0.440860215,6,15,4,13.66666667,0.193548387,0.483870968,0.129032258,0.440860215,0,2,40,50,45,30,41.66666667,27.77777778,10,-5,6.666666667,-7.222222222,0.322580645,-0.161290323,0.215053763,-0.23297491,10,5,6.666666667,7.222222222,0.322580645,0.161290323,0.215053763,0.23297491,0,0,7,2,0,,,,
8,1,4,25,27,30,27.33333333,18.22222222,-6.777777778,-8.777777778,-11.77777778,30,20,25,16.66666667,25,16.66666667,0,-8.333333333,0,-8.333333333,0,-0.304878049,0,-0.304878049,0,8.333333333,0,8.333333333,0,0.304878049,0,0.304878049,1,2,20,28,24,16,25,16.66666667,-3,-11,-2,-10.33333333,-0.109756098,-0.402439024,-0.073170732,-0.37804878,3,11,2,10.33333333,0.109756098,0.402439024,0.073170732,0.37804878,0,2,25,35,30,20,30,20,0,-10,0,-10,0,-0.365853659,0,-0.365853659,0,10,0,10,0,0.365853659,0,0.365853659,0,1,7,2,1,18,7,8,
9,1,1,45,95,6,48.66666667,32.44444444,-12.55555556,-62.55555556,26.44444444,20,75,47.5,31.66666667,46.66666667,31.11111111,2.5,-13.33333333,1.666666667,-13.88888889,0.051369863,-0.273972603,0.034246575,-0.285388128,2.5,13.33333333,1.666666667,13.88888889,0.051369863,0.273972603,0.034246575,0.285388128,1,1,25,4,14.5,9.666666667,41.33333333,27.55555556,-80.5,-85.33333333,-53.66666667,-67.44444444,-1.654109589,-1.753424658,-1.102739726,-1.385844749,80.5,85.33333333,53.66666667,67.44444444,1.654109589,1.753424658,1.102739726,1.385844749,0,1,4,8,6,4,6,4,0,-2,0,-2,0,-0.04109589,0,-0.04109589,0,2,0,2,0,0.04109589,0,0.04109589,0,0,6,1,0,,,,
9,1,2,55,23,28,35.33333333,23.55555556,-31.44444444,0.555555556,-4.444444444,40,75,57.5,38.33333333,56.66666667,37.77777778,2.5,-16.66666667,1.666666667,-17.22222222,0.070754717,-0.471698113,0.047169811,-0.487421384,2.5,16.66666667,1.666666667,17.22222222,0.070754717,0.471698113,0.047169811,0.487421384,0,1,15,30,22.5,15,22.66666667,15.11111111,-0.5,-8,-0.333333333,-7.888888889,-0.014150943,-0.226415094,-0.009433962,-0.22327044,0.5,8,0.333333333,7.888888889,0.014150943,0.226415094,0.009433962,0.22327044,1,1,35,42,38.5,25.66666667,35,23.33333333,10.5,-2.333333333,7,-4.666666667,0.297169811,-0.066037736,0.198113208,-0.132075472,10.5,2.333333333,7,4.666666667,0.297169811,0.066037736,0.198113208,0.132075472,0,0,0,7,0,,,,
