Sesion,Subjuego,Periodo,EA,EB,EC,Promedio,Objetivo,Target - C1,Target - C2,Target - C3,B1a,B1b,BO1,BOP1,BA1,BAP1,DO1,DOP1,DA1,DAP1,DO1n,DOP1n,DA1n,DAP1n,DO1a,DOP1a,DA1a,DAP1a,DO1na,DOP1na,DA1na,DAP1na,W1,G1,B2a,B2b,BO2,BOP2,BA2,BAP2,DO2,DOP2,DA2,DAP2,DO2n,DOP2n,DA2n,DAP2n,DO2a,DOP2a,DA2a,DAP2a,DO2na,DOP2na,DA2na,DAP2na,W2,G2,CC1,CC2,BO3,BOP3,BA3,BAP3,DO3,DOP3,DA3,DAP3,DO3n,DOP3n,DA3n,DAP3n,DO3a,DOP3a,DA3a,DAP3a,DO3na,DOP3na,DA3na,DAP3na,W3,G3,Puntos1,Puntos2,Puntos3,TA,TB,TC,
8,2,3,20,45,78,47.66666667,31.77777778,11.77777778,-13.22222222,-46.22222222,25,20,22.5,15,21.66666667,14.44444444,2.5,-5,1.666666667,-5.555555556,0.052447552,-0.104895105,0.034965035,-0.116550117,2.5,5,1.666666667,5.555555556,0.052447552,0.104895105,0.034965035,0.116550117,1,1,25,65,45,30,45,30,0,-15,0,-15,0,-0.314685315,0,-0.314685315,0,15,0,15,0,0.314685315,0,0.314685315,0,1,20,25,22.5,15,41,27.33333333,-55.5,-63,-37,-50.66666667,-1.164335664,-1.321678322,-0.776223776,-1.062937063,55.5,63,37,50.66666667,1.164335664,1.321678322,0.776223776,1.062937063,0,1,6,1,1,,,,
8,2,4,28,14,51,31,20.66666667,-7.333333333,6.666666667,-30.33333333,30,35,32.5,21.66666667,31,20.66666667,4.5,-6.333333333,3,-7.333333333,0.14516129,-0.204301075,0.096774194,-0.23655914,4.5,6.333333333,3,7.333333333,0.14516129,0.204301075,0.096774194,0.23655914,0,0,20,85,52.5,35,39.66666667,26.44444444,38.5,21,25.66666667,12.44444444,1.241935484,0.677419355,0.827956989,0.401433692,38.5,21,25.66666667,12.44444444,1.241935484,0.677419355,0.827956989,0.401433692,1,0,27,38,32.5,21.66666667,38.66666667,25.77777778,-18.5,-29.33333333,-12.33333333,-25.22222222,-0.596774194,-0.946236559,-0.397849462,-0.813620072,18.5,29.33333333,12.33333333,25.22222222,0.596774194,0.946236559,0.397849462,0.813620072,0,1,0,6,1,14,8,11,
9,2,1,55,60,18,44.33333333,29.55555556,-25.44444444,-30.44444444,11.55555556,80,15,47.5,31.66666667,50,33.33333333,-7.5,-23.33333333,-5,-21.66666667,-0.169172932,-0.526315789,-0.112781955,-0.488721805,7.5,23.33333333,5,21.66666667,0.169172932,0.526315789,0.112781955,0.488721805,0,1,30,20,25,16.66666667,36.66666667,24.44444444,-35,-43.33333333,-23.33333333,-35.55555556,-0.789473684,-0.977443609,-0.526315789,-0.802005013,35,43.33333333,23.33333333,35.55555556,0.789473684,0.977443609,0.526315789,0.802005013,0,1,22,30,26,17.33333333,23.33333333,15.55555556,8,-0.666666667,5.333333333,-2.444444444,0.180451128,-0.015037594,0.120300752,-0.055137845,8,0.666666667,5.333333333,2.444444444,0.180451128,0.015037594,0.120300752,0.055137845,1,0,1,1,6,,,,
9,2,2,35,24,20,26.33333333,17.55555556,-17.44444444,-6.444444444,-2.444444444,30,40,35,23.33333333,35,23.33333333,0,-11.66666667,0,-11.66666667,0,-0.443037975,0,-0.443037975,0,11.66666667,0,11.66666667,0,0.443037975,0,0.443037975,0,2,32,15,23.5,15.66666667,23.66666667,15.77777778,-0.5,-8.333333333,-0.333333333,-8.222222222,-0.018987342,-0.316455696,-0.012658228,-0.312236287,0.5,8.333333333,0.333333333,8.222222222,0.018987342,0.316455696,0.012658228,0.312236287,0,2,25,30,27.5,18.33333333,25,16.66666667,7.5,-1.666666667,5,-3.333333333,0.284810127,-0.063291139,0.189873418,-0.126582278,7.5,1.666666667,5,3.333333333,0.284810127,0.063291139,0.189873418,0.126582278,1,2,0,2,8,,,,
9,2,3,20,22,19,20.33333333,13.55555556,-6.444444444,-8.444444444,-5.444444444,25,20,22.5,15,21.66666667,14.44444444,2.5,-5,1.666666667,-5.555555556,0.12295082,-0.245901639,0.081967213,-0.273224044,2.5,5,1.666666667,5.555555556,0.12295082,0.245901639,0.081967213,0.273224044,0,1,24,32,28,18.66666667,26,17.33333333,6,-3.333333333,4,-4.666666667,0.295081967,-0.163934426,0.196721311,-0.229508197,6,3.333333333,4,4.666666667,0.295081967,0.163934426,0.196721311,0.229508197,0,1,15,20,17.5,11.66666667,18,12,-1.5,-7.333333333,-1,-7,-0.073770492,-0.360655738,-0.049180328,-0.344262295,1.5,7.333333333,1,7,0.073770492,0.360655738,0.049180328,0.344262295,1,2,2,1,8,,,,
9,2,4,12,17,16,15,10,-2,-7,-6,15,17,16,10.66666667,14.66666667,9.777777778,4,-1.333333333,2.666666667,-2.222222222,0.266666667,-0.088888889,0.177777778,-0.148148148,4,1.333333333,2.666666667,2.222222222,0.266666667,0.088888889,0.177777778,0.148148148,1,2,18,13,15.5,10.33333333,16,10.66666667,-1.5,-6.666666667,-1,-6.333333333,-0.1,-0.444444444,-0.066666667,-0.422222222,1.5,6.666666667,1,6.333333333,0.1,0.444444444,0.066666667,0.422222222,0,2,18,20,19,12.66666667,18,12,3,-3.333333333,2,-4,0.2,-0.222222222,0.133333333,-0.266666667,3,3.333333333,2,4,0.2,0.222222222,0.133333333,0.266666667,0,1,8,2,1,11,6,23,
10,2,1,35,15,32,27.33333333,18.22222222,-16.77777778,3.222222222,-13.77777778,60,20,40,26.66666667,38.33333333,25.55555556,5,-8.333333333,3.333333333,-9.444444444,0.182926829,-0.304878049,0.12195122,-0.345528455,5,8.333333333,3.333333333,9.444444444,0.182926829,0.304878049,0.12195122,0.345528455,0,1,30,75,52.5,35,40,26.66666667,37.5,20,25,11.66666667,1.37195122,0.731707317,0.914634146,0.426829268,37.5,20,25,11.66666667,1.37195122,0.731707317,0.914634146,0.426829268,1,1,53,81,67,44.66666667,55.33333333,36.88888889,35,12.66666667,23.33333333,4.888888889,1.280487805,0.463414634,0.853658537,0.178861789,35,12.66666667,23.33333333,4.888888889,1.280487805,0.463414634,0.853658537,0.178861789,0,0,1,7,0,,,,
10,2,2,20,23,28,23.66666667,15.77777778,-4.222222222,-7.222222222,-12.22222222,30,40,35,23.33333333,30,20,15,3.333333333,10,0,0.633802817,0.14084507,0.422535211,0,15,3.333333333,10,0,0.633802817,0.14084507,0.422535211,0,1,1,55,22,38.5,25.66666667,33.33333333,22.22222222,15.5,2.666666667,10.33333333,-0.777777778,0.654929577,0.112676056,0.436619718,-0.03286385,15.5,2.666666667,10.33333333,0.777777778,0.654929577,0.112676056,0.436619718,0.03286385,0,1,16,51,33.5,22.33333333,31.66666667,21.11111111,5.5,-5.666666667,3.666666667,-6.888888889,0.232394366,-0.23943662,0.154929577,-0.291079812,5.5,5.666666667,3.666666667,6.888888889,0.232394366,0.23943662,0.154929577,0.291079812,0,1,7,1,1,,,,
10,2,3,25,18,43,28.66666667,19.11111111,-5.888888889,1.111111111,-23.88888889,20,35,27.5,18.33333333,26.66666667,17.77777778,2.5,-6.666666667,1.666666667,-7.222222222,0.087209302,-0.23255814,0.058139535,-0.251937984,2.5,6.666666667,1.666666667,7.222222222,0.087209302,0.23255814,0.058139535,0.251937984,0,2,42,20,31,20.66666667,26.66666667,17.77777778,13,2.666666667,8.666666667,-0.222222222,0.453488372,0.093023256,0.302325581,-0.007751938,13,2.666666667,8.666666667,0.222222222,0.453488372,0.093023256,0.302325581,0.007751938,1,2,33,42,37.5,25,39.33333333,26.22222222,-5.5,-18,-3.666666667,-16.77777778,-0.191860465,-0.627906977,-0.127906977,-0.585271318,5.5,18,3.666666667,16.77777778,0.191860465,0.627906977,0.127906977,0.585271318,0,0,1,8,0,,,,
10,2,4,20,21,15,18.66666667,12.44444444,-7.555555556,-8.555555556,-2.555555556,25,30,27.5,18.33333333,25,16.66666667,7.5,-1.666666667,5,-3.333333333,0.401785714,-0.089285714,0.267857143,-0.178571429,7.5,1.666666667,5,3.333333333,0.401785714,0.089285714,0.267857143,0.178571429,0,1,52,19,35.5,23.66666667,30.66666667,20.44444444,14.5,2.666666667,9.666666667,-0.555555556,0.776785714,0.142857143,0.517857143,-0.029761905,14.5,2.666666667,9.666666667,0.555555556,0.776785714,0.142857143,0.517857143,0.029761905,0,1,23,30,26.5,17.66666667,22.66666667,15.11111111,11.5,2.666666667,7.666666667,0.111111111,0.616071429,0.142857143,0.410714286,0.005952381,11.5,2.666666667,7.666666667,0.111111111,0.616071429,0.142857143,0.410714286,0.005952381,1,1,1,1,7,10,17,8,
