Sesion,Subjuego,Periodo,EA,EB,EC,Promedio,Objetivo,Target - C1,Target - C2,Target - C3,B1a,B1b,BO1,BOP1,BA1,BAP1,DO1,DOP1,DA1,DAP1,DO1n,DOP1n,DA1n,DAP1n,DO1a,DOP1a,DA1a,DAP1a,DO1na,DOP1na,DA1na,DAP1na,DO1r,DOP1r,DA1r,DAP1r,DO1ra,DOP1ra,DA1ra,DAP1ra,W1,W1_j1,W1_j2,G1,B2a,B2b,BO2,BOP2,BA2,BAP2,DO2,DOP2,DA2,DAP2,DO2n,DOP2n,DA2n,DAP2n,DO2a,DOP2a,DA2a,DAP2a,DO2na,DOP2na,DA2na,DAP2na,DO2r,DOP2r,DA2r,DAP2r,DO2ra,DOP2ra,DA2ra,DAP2ra,W2_T,W2,W4,G2,CC1,CC2,BO3,BOP3,BA3,BAP3,DO3,DOP3,DA3,DAP3,DO3n,DOP3n,DA3n,DAP3n,DO3a,DOP3a,DA3a,DAP3a,DO3na,DOP3na,DA3na,DAP3na,DO3r,DOP3r,DA3r,DAP3r,DO3ra,DOP3ra,DA3ra,DAP3ra,W3_T,W3,W5,G3,Puntos1,Puntos2,Puntos3,TA,TB,TC,
4,2,5,15,35,20,23.33333333,15.55555556,0.555555556,-19.44444444,-4.444444444,6,20,13,8.666666667,13.66666667,9.111111111,-2,-6.333333333,-1.333333333,-5.888888889,-0.085714286,-0.271428571,-0.057142857,-0.252380952,2,6.333333333,1.333333333,5.888888889,0.085714286,0.271428571,0.057142857,0.252380952,0.142857143,0.535211268,0.093023256,0.488479263,0.142857143,0.535211268,0.093023256,0.488479263,1,1,0,0,40,70,55,36.66666667,48.33333333,32.22222222,20,1.666666667,13.33333333,-2.777777778,0.857142857,0.071428571,0.571428571,-0.119047619,20,1.666666667,13.33333333,2.777777778,0.857142857,0.071428571,0.571428571,0.119047619,-0.444444444,-0.046511628,-0.32,0.082644628,0.444444444,0.046511628,0.32,0.082644628,0,0,0,0,7,17,12,8,14.66666667,9.777777778,-8,-12,-5.333333333,-10.22222222,-0.342857143,-0.514285714,-0.228571429,-0.438095238,8,12,5.333333333,10.22222222,0.342857143,0.514285714,0.228571429,0.438095238,0.5,0.857142857,0.307692308,0.686567164,0.5,0.857142857,0.307692308,0.686567164,0,0,1,1,7,0,1,,,,
4,2,6,10,25,21,18.66666667,12.44444444,2.444444444,-12.55555556,-8.555555556,15,24,19.5,13,16.33333333,10.88888889,9.5,3,6.333333333,0.888888889,0.508928571,0.160714286,0.339285714,0.047619048,9.5,3,6.333333333,0.888888889,0.508928571,0.160714286,0.339285714,0.047619048,-0.644067797,-0.260869565,-0.481012658,-0.085106383,0.644067797,0.260869565,0.481012658,0.085106383,1,1,1,1,10,30,20,13.33333333,21.66666667,14.44444444,-5,-11.66666667,-3.333333333,-10.55555556,-0.267857143,-0.625,-0.178571429,-0.56547619,5,11.66666667,3.333333333,10.55555556,0.267857143,0.625,0.178571429,0.56547619,0.222222222,0.608695652,0.142857143,0.535211268,0.222222222,0.608695652,0.142857143,0.535211268,0,0,0,1,28,19,23.5,15.66666667,22.66666667,15.11111111,2.5,-5.333333333,1.666666667,-5.888888889,0.133928571,-0.285714286,0.089285714,-0.31547619,2.5,5.333333333,1.666666667,5.888888889,0.133928571,0.285714286,0.089285714,0.31547619,-0.112359551,0.290909091,-0.076335878,0.326153846,0.112359551,0.290909091,0.076335878,0.326153846,0,0,0,1,7,1,1,,,,
4,2,7,25,15,13,17.66666667,11.77777778,-13.22222222,-3.222222222,-1.222222222,17,12,14.5,9.666666667,18,12,-10.5,-15.33333333,-7,-13,-0.594339623,-0.867924528,-0.396226415,-0.735849057,10.5,15.33333333,7,13,0.594339623,0.867924528,0.396226415,0.735849057,0.53164557,0.884615385,0.325581395,0.702702703,0.53164557,0.884615385,0.325581395,0.702702703,0,0,0,2,20,10,15,10,15,10,0,-5,0,-5,0,-0.283018868,0,-0.283018868,0,5,0,5,0,0.283018868,0,0.283018868,0,0.4,0,0.4,0,0.4,0,0.4,0,0,1,2,15,28,21.5,14.33333333,18.66666667,12.44444444,8.5,1.333333333,5.666666667,-0.555555556,0.481132075,0.075471698,0.320754717,-0.031446541,8.5,1.333333333,5.666666667,0.555555556,0.481132075,0.075471698,0.320754717,0.031446541,-0.492753623,-0.097560976,-0.357894737,0.043668122,0.492753623,0.097560976,0.357894737,0.043668122,1,1,0,2,2,2,8,,,,
4,2,8,13,9,8,10,6.666666667,-6.333333333,-2.333333333,-1.333333333,12,17,14.5,9.666666667,14,9.333333333,1.5,-3.333333333,1,-3.666666667,0.15,-0.333333333,0.1,-0.366666667,1.5,3.333333333,1,3.666666667,0.15,0.333333333,0.1,0.366666667,-0.109090909,0.294117647,-0.074074074,0.328358209,0.109090909,0.294117647,0.074074074,0.328358209,0,0,0,2,17,10,13.5,9,12,8,4.5,0,3,-1,0.45,0,0.3,-0.1,4.5,0,3,1,0.45,0,0.3,0.1,-0.4,0,-0.285714286,0.117647059,0.4,0,0.285714286,0.117647059,0,0,1,2,29,16,22.5,15,17.66666667,11.77777778,14.5,7,9.666666667,3.777777778,1.45,0.7,0.966666667,0.377777778,14.5,7,9.666666667,3.777777778,1.45,0.7,0.966666667,0.377777778,-0.950819672,-0.608695652,-0.753246753,-0.382022472,0.950819672,0.608695652,0.753246753,0.382022472,1,1,0,1,1,2,7,17,5,17,
5,1,1,22,60,76,52.66666667,35.11111111,13.11111111,-24.88888889,-40.88888889,33,88,60.5,40.33333333,47.66666667,31.77777778,38.5,18.33333333,25.66666667,9.777777778,0.731012658,0.348101266,0.487341772,0.185654008,38.5,18.33333333,25.66666667,9.777777778,0.731012658,0.348101266,0.487341772,0.185654008,-0.933333333,-0.588235294,-0.736842105,-0.363636364,0.933333333,0.588235294,0.736842105,0.363636364,1,0,0,0,65,63,64,42.66666667,62.66666667,41.77777778,4,-17.33333333,2.666666667,-18.22222222,0.075949367,-0.329113924,0.050632911,-0.345991561,4,17.33333333,2.666666667,18.22222222,0.075949367,0.329113924,0.050632911,0.345991561,-0.064516129,0.337662338,-0.043478261,0.358078603,0.064516129,0.337662338,0.043478261,0.358078603,0,1,0,0,25,40,32.5,21.66666667,47,31.33333333,-43.5,-54.33333333,-29,-44.66666667,-0.825949367,-1.03164557,-0.550632911,-0.848101266,43.5,54.33333333,29,44.66666667,0.825949367,1.03164557,0.550632911,0.848101266,0.801843318,1.112627986,0.471544715,0.832298137,0.801843318,1.112627986,0.471544715,0.832298137,0,1,1,1,6,0,1,,,,
5,1,2,17,20,48,28.33333333,18.88888889,1.888888889,-1.111111111,-29.11111111,45,40,42.5,28.33333333,34,22.66666667,25.5,11.33333333,17,5.666666667,0.9,0.4,0.6,0.2,25.5,11.33333333,17,5.666666667,0.9,0.4,0.6,0.2,-0.857142857,-0.5,-0.666666667,-0.285714286,0.857142857,0.5,0.666666667,0.285714286,0,1,1,0,30,35,32.5,21.66666667,28.33333333,18.88888889,12.5,1.666666667,8.333333333,-1.111111111,0.441176471,0.058823529,0.294117647,-0.039215686,12.5,1.666666667,8.333333333,1.111111111,0.441176471,0.058823529,0.294117647,0.039215686,-0.476190476,-0.08,-0.344827586,0.057142857,0.476190476,0.08,0.344827586,0.057142857,1,0,0,0,29,70,49.5,33,49,32.66666667,1.5,-15,1,-15.33333333,0.052941176,-0.529411765,0.035294118,-0.541176471,1.5,15,1,15.33333333,0.052941176,0.529411765,0.035294118,0.541176471,-0.030769231,0.37037037,-0.020618557,0.380165289,0.030769231,0.37037037,0.020618557,0.380165289,0,1,0,0,1,6,0,,,,
5,1,3,8,10,33,17,11.33333333,3.333333333,1.333333333,-21.66666667,20,23,21.5,14.33333333,17,11.33333333,13.5,6.333333333,9,3.333333333,0.794117647,0.37254902,0.529411765,0.196078431,13.5,6.333333333,9,3.333333333,0.794117647,0.37254902,0.529411765,0.196078431,-0.915254237,-0.567164179,-0.72,-0.344827586,0.915254237,0.567164179,0.72,0.344827586,0,1,1,0,16,18,17,11.33333333,14.66666667,9.777777778,7,1.333333333,4.666666667,-0.222222222,0.411764706,0.078431373,0.274509804,-0.013071895,7,1.333333333,4.666666667,0.222222222,0.411764706,0.078431373,0.274509804,0.013071895,-0.518518519,-0.125,-0.378378378,0.02247191,0.518518519,0.125,0.378378378,0.02247191,1,0,0,0,30,15,22.5,15,26,17.33333333,-10.5,-18,-7,-15.66666667,-0.617647059,-1.058823529,-0.411764706,-0.921568627,10.5,18,7,15.66666667,0.617647059,1.058823529,0.411764706,0.921568627,0.378378378,0.75,0.237288136,0.622516556,0.378378378,0.75,0.237288136,0.622516556,0,0,0,1,0,6,1,,,,
5,1,4,3,8,11,7.333333333,4.888888889,1.888888889,-3.111111111,-6.111111111,10,12,11,7.333333333,8.333333333,5.555555556,8,4.333333333,5.333333333,2.555555556,1.090909091,0.590909091,0.727272727,0.348484848,8,4.333333333,5.333333333,2.555555556,1.090909091,0.590909091,0.727272727,0.348484848,-1.142857143,-0.838709677,-0.941176471,-0.597402597,1.142857143,0.838709677,0.941176471,0.597402597,1,1,0,0,17,19,18,12,14.66666667,9.777777778,10,4,6.666666667,1.777777778,1.363636364,0.545454545,0.909090909,0.242424242,10,4,6.666666667,1.777777778,1.363636364,0.545454545,0.909090909,0.242424242,-0.769230769,-0.4,-0.588235294,-0.2,0.769230769,0.4,0.588235294,0.2,0,0,1,0,7,15,11,7.333333333,11,7.333333333,0,-3.666666667,0,-3.666666667,0,-0.5,0,-0.5,0,3.666666667,0,3.666666667,0,0.5,0,0.5,0,0.4,0,0.4,0,0.4,0,0.4,0,0,0,1,8,0,1,15,12,3,
5,2,5,22,8,65,31.66666667,21.11111111,-0.888888889,13.11111111,-43.88888889,65,70,67.5,45,52.33333333,34.88888889,45.5,23,30.33333333,12.88888889,1.436842105,0.726315789,0.957894737,0.407017544,45.5,23,30.33333333,12.88888889,1.436842105,0.726315789,0.957894737,0.407017544,-1.016759777,-0.686567164,-0.816143498,-0.453125,1.016759777,0.686567164,0.816143498,0.453125,1,1,0,1,15,23,19,12.66666667,15.33333333,10.22222222,11,4.666666667,7.333333333,2.222222222,0.347368421,0.147368421,0.231578947,0.070175439,11,4.666666667,7.333333333,2.222222222,0.347368421,0.147368421,0.231578947,0.070175439,-0.814814815,-0.451612903,-0.628571429,-0.243902439,0.814814815,0.451612903,0.628571429,0.243902439,0,0,0,1,30,70,50,33.33333333,55,36.66666667,-15,-31.66666667,-10,-28.33333333,-0.473684211,-1,-0.315789474,-0.894736842,15,31.66666667,10,28.33333333,0.473684211,1,0.315789474,0.894736842,0.260869565,0.644067797,0.166666667,0.557377049,0.260869565,0.644067797,0.166666667,0.557377049,0,0,1,0,7,1,0,,,,
5,2,6,15,35,11,20.33333333,13.55555556,-1.444444444,-21.44444444,2.555555556,33,20,26.5,17.66666667,22.66666667,15.11111111,11.5,2.666666667,7.666666667,0.111111111,0.56557377,0.131147541,0.37704918,0.005464481,11.5,2.666666667,7.666666667,0.111111111,0.56557377,0.131147541,0.37704918,0.005464481,-0.554216867,-0.163265306,-0.407079646,-0.007380074,0.554216867,0.163265306,0.407079646,0.007380074,1,0,0,0,58,66,62,41.33333333,53,35.33333333,27,6.333333333,18,0.333333333,1.327868852,0.31147541,0.885245902,0.016393443,27,6.333333333,18,0.333333333,1.327868852,0.31147541,0.885245902,0.016393443,-0.556701031,-0.165938865,-0.409090909,-0.009478673,0.556701031,0.165938865,0.409090909,0.009478673,0,1,0,0,30,5,17.5,11.66666667,15.33333333,10.22222222,6.5,0.666666667,4.333333333,-0.777777778,0.319672131,0.032786885,0.213114754,-0.038251366,6.5,0.666666667,4.333333333,0.777777778,0.319672131,0.032786885,0.213114754,0.038251366,-0.456140351,-0.058823529,-0.329113924,0.073298429,0.456140351,0.058823529,0.329113924,0.073298429,0,0,1,1,7,0,1,,,,
5,2,7,7,15,18,13.33333333,8.888888889,1.888888889,-6.111111111,-9.111111111,20,18,19,12.66666667,15,10,12,5.666666667,8,3,0.9,0.425,0.6,0.225,12,5.666666667,8,3,0.9,0.425,0.6,0.225,-0.923076923,-0.576271186,-0.727272727,-0.352941176,0.923076923,0.576271186,0.727272727,0.352941176,1,1,0,2,10,20,15,10,15,10,0,-5,0,-5,0,-0.375,0,-0.375,0,5,0,5,0,0.375,0,0.375,0,0.4,0,0.4,0,0.4,0,0.4,0,0,0,2,20,15,17.5,11.66666667,17.66666667,11.77777778,-0.5,-6.333333333,-0.333333333,-6.222222222,-0.0375,-0.475,-0.025,-0.466666667,0.5,6.333333333,0.333333333,6.222222222,0.0375,0.475,0.025,0.466666667,0.028169014,0.426966292,0.018691589,0.417910448,0.028169014,0.426966292,0.018691589,0.417910448,0,0,1,1,8,2,1,,,,
5,2,8,3,5,10,6,4,1,-1,-6,10,12,11,7.333333333,8.333333333,5.555555556,8,4.333333333,5.333333333,2.555555556,1.333333333,0.722222222,0.888888889,0.425925926,8,4.333333333,5.333333333,2.555555556,1.333333333,0.722222222,0.888888889,0.425925926,-1.142857143,-0.838709677,-0.941176471,-0.597402597,1.142857143,0.838709677,0.941176471,0.597402597,1,1,1,1,12,14,13,8.666666667,10.33333333,6.888888889,8,3.666666667,5.333333333,1.888888889,1.333333333,0.611111111,0.888888889,0.314814815,8,3.666666667,5.333333333,1.888888889,1.333333333,0.611111111,0.888888889,0.314814815,-0.888888889,-0.536585366,-0.695652174,-0.317757009,0.888888889,0.536585366,0.695652174,0.317757009,1,0,0,1,15,8,11.5,7.666666667,11,7.333333333,1.5,-2.333333333,1,-2.666666667,0.25,-0.388888889,0.166666667,-0.444444444,1.5,2.333333333,1,2.666666667,0.25,0.388888889,0.166666667,0.444444444,-0.139534884,0.264150943,-0.095238095,0.307692308,0.139534884,0.264150943,0.095238095,0.307692308,0,0,0,1,5,4,1,27,7,3,
6,1,1,13,29,34,25.33333333,16.88888889,3.888888889,-12.11111111,-17.11111111,7,9,8,5.333333333,9.666666667,6.444444444,-5,-7.666666667,-3.333333333,-6.555555556,-0.197368421,-0.302631579,-0.131578947,-0.25877193,5,7.666666667,3.333333333,6.555555556,0.197368421,0.302631579,0.131578947,0.25877193,0.476190476,0.836363636,0.294117647,0.674285714,0.476190476,0.836363636,0.294117647,0.674285714,1,0,0,1,10,40,25,16.66666667,26.33333333,17.55555556,-4,-12.33333333,-2.666666667,-11.44444444,-0.157894737,-0.486842105,-0.105263158,-0.451754386,4,12.33333333,2.666666667,11.44444444,0.157894737,0.486842105,0.105263158,0.451754386,0.148148148,0.540145985,0.096385542,0.491646778,0.148148148,0.540145985,0.096385542,0.491646778,0,0,1,1,20,63,41.5,27.66666667,39,26,7.5,-6.333333333,5,-8,0.296052632,-0.25,0.197368421,-0.315789474,7.5,6.333333333,5,8,0.296052632,0.25,0.197368421,0.315789474,-0.198675497,0.205405405,-0.136986301,0.266666667,0.198675497,0.205405405,0.136986301,0.266666667,0,1,0,0,6,1,0,,,,
6,1,2,27,33,28,29.33333333,19.55555556,-7.444444444,-13.44444444,-8.444444444,23,13,18,12,21,14,-9,-15,-6,-13,-0.306818182,-0.511363636,-0.204545455,-0.443181818,9,15,6,13,0.306818182,0.511363636,0.204545455,0.443181818,0.4,0.769230769,0.25,0.634146341,0.4,0.769230769,0.25,0.634146341,1,1,1,0,20,5,12.5,8.333333333,19.33333333,12.88888889,-20.5,-24.66666667,-13.66666667,-20.11111111,-0.698863636,-0.840909091,-0.465909091,-0.685606061,20.5,24.66666667,13.66666667,20.11111111,0.698863636,0.840909091,0.465909091,0.685606061,0.901098901,1.193548387,0.522292994,0.876513317,0.901098901,1.193548387,0.522292994,0.876513317,0,0,0,0,15,40,27.5,18.33333333,27.66666667,18.44444444,-0.5,-9.666666667,-0.333333333,-9.555555556,-0.017045455,-0.329545455,-0.011363636,-0.325757576,0.5,9.666666667,0.333333333,9.555555556,0.017045455,0.329545455,0.011363636,0.325757576,0.018018018,0.417266187,0.011976048,0.411483254,0.018018018,0.417266187,0.011976048,0.411483254,0,0,0,0,7,0,0,,,,
6,1,3,13,97,17,42.33333333,28.22222222,15.22222222,-68.77777778,11.22222222,23,19,21,14,18.33333333,12.22222222,8,1,5.333333333,-0.777777778,0.188976378,0.023622047,0.125984252,-0.018372703,8,1,5.333333333,0.777777778,0.188976378,0.023622047,0.125984252,0.018372703,-0.470588235,-0.074074074,-0.340425532,0.061674009,0.470588235,0.074074074,0.340425532,0.061674009,0,0,0,0,43,90,66.5,44.33333333,76.66666667,51.11111111,-30.5,-52.66666667,-20.33333333,-45.88888889,-0.720472441,-1.244094488,-0.480314961,-1.083989501,30.5,52.66666667,20.33333333,45.88888889,0.720472441,1.244094488,0.480314961,1.083989501,0.373088685,0.745283019,0.234165067,0.619654914,0.373088685,0.745283019,0.234165067,0.619654914,0,1,1,0,25,30,27.5,18.33333333,24,16,10.5,1.333333333,7,-1,0.248031496,0.031496063,0.165354331,-0.023622047,10.5,1.333333333,7,1,0.248031496,0.031496063,0.165354331,0.023622047,-0.471910112,-0.075471698,-0.341463415,0.060606061,0.471910112,0.075471698,0.341463415,0.060606061,1,1,0,1,1,0,6,,,,
6,1,4,23,24,23,23.33333333,15.55555556,-7.444444444,-8.444444444,-7.444444444,17,15,16,10.66666667,18.33333333,12.22222222,-7,-12.33333333,-4.666666667,-10.77777778,-0.3,-0.528571429,-0.2,-0.461904762,7,12.33333333,4.666666667,10.77777778,0.3,0.528571429,0.2,0.461904762,0.358974359,0.732673267,0.225806452,0.611987382,0.358974359,0.732673267,0.225806452,0.611987382,1,1,0,0,29,50,39.5,26.33333333,34.33333333,22.88888889,15.5,2.333333333,10.33333333,-1.111111111,0.664285714,0.1,0.442857143,-0.047619048,15.5,2.333333333,10.33333333,1.111111111,0.664285714,0.1,0.442857143,0.047619048,-0.488188976,-0.092715232,-0.354285714,0.047393365,0.488188976,0.092715232,0.354285714,0.047393365,0,0,0,0,30,35,32.5,21.66666667,29.33333333,19.55555556,9.5,-1.333333333,6.333333333,-3.444444444,0.407142857,-0.057142857,0.271428571,-0.147619048,9.5,1.333333333,6.333333333,3.444444444,0.407142857,0.057142857,0.271428571,0.147619048,-0.342342342,0.059701493,-0.242038217,0.161879896,0.342342342,0.059701493,0.242038217,0.161879896,1,0,1,0,3,0,3,17,1,9,
6,2,5,13,12,38,21,14,1,2,-24,27,19,23,15.33333333,19.66666667,13.11111111,10,2.333333333,6.666666667,0.111111111,0.476190476,0.111111111,0.317460317,0.005291005,10,2.333333333,6.666666667,0.111111111,0.476190476,0.111111111,0.317460317,0.005291005,-0.555555556,-0.164705882,-0.408163265,-0.008510638,0.555555556,0.164705882,0.408163265,0.008510638,1,,,0,6,3,4.5,3,7,4.666666667,-7.5,-9,-5,-7.333333333,-0.357142857,-0.428571429,-0.238095238,-0.349206349,7.5,9,5,7.333333333,0.357142857,0.428571429,0.238095238,0.349206349,0.909090909,1.2,0.526315789,0.88,0.909090909,1.2,0.526315789,0.88,0,,,0,61,18,39.5,26.33333333,39,26,1.5,-11.66666667,1,-12,0.071428571,-0.555555556,0.047619048,-0.571428571,1.5,11.66666667,1,12,0.071428571,0.555555556,0.047619048,0.571428571,-0.038709677,0.362694301,-0.025974026,0.375,0.038709677,0.362694301,0.025974026,0.375,0,,,1,6,0,1,,,,
6,2,6,17,25,15,19,12.66666667,-4.333333333,-12.33333333,-2.333333333,23,21,22,14.66666667,20.33333333,13.55555556,5,-2.333333333,3.333333333,-3.444444444,0.263157895,-0.122807018,0.175438596,-0.18128655,5,2.333333333,3.333333333,3.444444444,0.263157895,0.122807018,0.175438596,0.18128655,-0.256410256,0.147368421,-0.178571429,0.225454545,0.256410256,0.147368421,0.178571429,0.225454545,0,,,1,30,15,22.5,15,23.33333333,15.55555556,-2.5,-10,-1.666666667,-9.444444444,-0.131578947,-0.526315789,-0.087719298,-0.497076023,2.5,10,1.666666667,9.444444444,0.131578947,0.526315789,0.087719298,0.497076023,0.105263158,0.5,0.068965517,0.465753425,0.105263158,0.5,0.068965517,0.465753425,0,,,1,9,11,10,6.666666667,11.66666667,7.777777778,-5,-8.333333333,-3.333333333,-7.222222222,-0.263157895,-0.438596491,-0.175438596,-0.380116959,5,8.333333333,3.333333333,7.222222222,0.263157895,0.438596491,0.175438596,0.380116959,0.4,0.769230769,0.25,0.634146341,0.4,0.769230769,0.25,0.634146341,1,,,1,1,1,6,,,,
6,2,7,13,7,22,14,9.333333333,-3.666666667,2.333333333,-12.66666667,15,17,16,10.66666667,15,10,3,-2.333333333,2,-3,0.214285714,-0.166666667,0.142857143,-0.214285714,3,2.333333333,2,3,0.214285714,0.166666667,0.142857143,0.214285714,-0.206896552,0.197183099,-0.142857143,0.260869565,0.206896552,0.197183099,0.142857143,0.260869565,0,,,2,17,20,18.5,12.33333333,14.66666667,9.777777778,11.5,5.333333333,7.666666667,2.777777778,0.821428571,0.380952381,0.547619048,0.198412698,11.5,5.333333333,7.666666667,2.777777778,0.821428571,0.380952381,0.547619048,0.198412698,-0.901960784,-0.551724138,-0.707692308,-0.331125828,0.901960784,0.551724138,0.707692308,0.331125828,1,,,2,36,21,28.5,19,26.33333333,17.55555556,6.5,-3,4.333333333,-4.444444444,0.464285714,-0.214285714,0.30952381,-0.317460317,6.5,3,4.333333333,4.444444444,0.464285714,0.214285714,0.30952381,0.317460317,-0.257425743,0.146341463,-0.179310345,0.224719101,0.257425743,0.146341463,0.179310345,0.224719101,0,,,0,1,8,0,,,,
6,2,8,5,4,12,7,4.666666667,-0.333333333,0.666666667,-7.333333333,5,17,11,7.333333333,9,6,6,2.333333333,4,1,0.857142857,0.333333333,0.571428571,0.142857143,6,2.333333333,4,1,0.857142857,0.333333333,0.571428571,0.142857143,-0.75,-0.378378378,-0.571428571,-0.181818182,0.75,0.378378378,0.571428571,0.181818182,1,,,1,22,12,17,11.33333333,12.66666667,8.444444444,13,7.333333333,8.666666667,4.444444444,1.857142857,1.047619048,1.238095238,0.634920635,13,7.333333333,8.666666667,4.444444444,1.857142857,1.047619048,1.238095238,0.634920635,-1.238095238,-0.956521739,-1.04,-0.714285714,1.238095238,0.956521739,1.04,0.714285714,0,,,1,10,17,13.5,9,13,8.666666667,1.5,-3,1,-3.333333333,0.214285714,-0.428571429,0.142857143,-0.476190476,1.5,3,1,3.333333333,0.214285714,0.428571429,0.142857143,0.476190476,-0.117647059,0.285714286,-0.08,0.322580645,0.117647059,0.285714286,0.08,0.322580645,0,,,1,8,1,1,16,10,8,
7,1,1,35,55,37,42.33333333,28.22222222,-6.777777778,-26.77777778,-8.777777778,50,20,35,23.33333333,35,23.33333333,0,-11.66666667,0,-11.66666667,0,-0.275590551,0,-0.275590551,0,11.66666667,0,11.66666667,0,0.275590551,0,0.275590551,0,0.4,0,0.4,0,0.4,0,0.4,1,,,0,23,70,46.5,31,49.33333333,32.88888889,-8.5,-24,-5.666666667,-22.11111111,-0.200787402,-0.566929134,-0.133858268,-0.522309711,8.5,24,5.666666667,22.11111111,0.200787402,0.566929134,0.133858268,0.522309711,0.167487685,0.558139535,0.108626198,0.503160556,0.167487685,0.558139535,0.108626198,0.503160556,0,,,0,25,18,21.5,14.33333333,26.66666667,17.77777778,-15.5,-22.66666667,-10.33333333,-19.22222222,-0.366141732,-0.535433071,-0.244094488,-0.454068241,15.5,22.66666667,10.33333333,19.22222222,0.366141732,0.535433071,0.244094488,0.454068241,0.52991453,0.883116883,0.32460733,0.701825558,0.52991453,0.883116883,0.32460733,0.701825558,0,,,0,7,0,0,,,,
7,1,2,25,13,63,33.66666667,22.44444444,-2.555555556,9.444444444,-40.55555556,35,40,37.5,25,33.33333333,22.22222222,12.5,0,8.333333333,-2.777777778,0.371287129,0,0.247524752,-0.082508251,12.5,0,8.333333333,2.777777778,0.371287129,0,0.247524752,0.082508251,-0.4,0,-0.285714286,0.117647059,0.4,0,0.285714286,0.117647059,1,,,1,7,25,16,10.66666667,15,10,3,-2.333333333,2,-3,0.089108911,-0.069306931,0.059405941,-0.089108911,3,2.333333333,2,3,0.089108911,0.069306931,0.059405941,0.089108911,-0.206896552,0.197183099,-0.142857143,0.260869565,0.206896552,0.197183099,0.142857143,0.260869565,0,,,1,43,68,55.5,37,58,38.66666667,-7.5,-26,-5,-24.33333333,-0.222772277,-0.772277228,-0.148514851,-0.722772277,7.5,26,5,24.33333333,0.222772277,0.772277228,0.148514851,0.722772277,0.126582278,0.52,0.082644628,0.478688525,0.126582278,0.52,0.082644628,0.478688525,0,,,0,6,1,0,,,,
7,1,3,27,7,11,15,10,-17,3,-1,30,65,47.5,31.66666667,40.66666667,27.11111111,20.5,4.666666667,13.66666667,0.111111111,1.366666667,0.311111111,0.911111111,0.007407407,20.5,4.666666667,13.66666667,0.111111111,1.366666667,0.311111111,0.911111111,0.007407407,-0.55033557,-0.159090909,-0.403940887,-0.004106776,0.55033557,0.159090909,0.403940887,0.004106776,0,,,1,27,62,44.5,29.66666667,32,21.33333333,37.5,22.66666667,25,14.33333333,2.5,1.511111111,1.666666667,0.955555556,37.5,22.66666667,25,14.33333333,2.5,1.511111111,1.666666667,0.955555556,-1.45631068,-1.236363636,-1.282051282,-1.011764706,1.45631068,1.236363636,1.282051282,1.011764706,0,,,1,25,33,29,19.33333333,23,15.33333333,18,8.333333333,12,4.333333333,1.2,0.555555556,0.8,0.288888889,18,8.333333333,12,4.333333333,1.2,0.555555556,0.8,0.288888889,-0.9,-0.549450549,-0.705882353,-0.329113924,0.9,0.549450549,0.705882353,0.329113924,1,,,1,0,1,7,,,,
7,1,4,15,68,24,35.66666667,23.77777778,8.777777778,-44.22222222,-0.222222222,23,18,20.5,13.66666667,18.66666667,12.44444444,5.5,-1.333333333,3.666666667,-2.555555556,0.154205607,-0.037383178,0.102803738,-0.07165109,5.5,1.333333333,3.666666667,2.555555556,0.154205607,0.037383178,0.102803738,0.07165109,-0.309859155,0.093023256,-0.217821782,0.186234818,0.309859155,0.093023256,0.217821782,0.186234818,0,,,0,42,9,25.5,17,39.66666667,26.44444444,-42.5,-51,-28.33333333,-41.55555556,-1.191588785,-1.429906542,-0.794392523,-1.165109034,42.5,51,28.33333333,41.55555556,1.191588785,1.429906542,0.794392523,1.165109034,0.909090909,1.2,0.526315789,0.88,0.909090909,1.2,0.526315789,0.88,0,,,0,28,52,40,26.66666667,34.66666667,23.11111111,16,2.666666667,10.66666667,-0.888888889,0.448598131,0.074766355,0.299065421,-0.024922118,16,2.666666667,10.66666667,0.888888889,0.448598131,0.074766355,0.299065421,0.024922118,-0.5,-0.105263158,-0.363636364,0.037735849,0.5,0.105263158,0.363636364,0.037735849,1,,,0,1,0,6,14,2,13,
7,2,5,28,58,20,35.33333333,23.55555556,-4.444444444,-34.44444444,3.555555556,35,47,41,27.33333333,36.66666667,24.44444444,13,-0.666666667,8.666666667,-3.555555556,0.367924528,-0.018867925,0.245283019,-0.100628931,13,0.666666667,8.666666667,3.555555556,0.367924528,0.018867925,0.245283019,0.100628931,-0.376811594,0.024096386,-0.268041237,0.13559322,0.376811594,0.024096386,0.268041237,0.13559322,0,,,0,4,60,32,21.33333333,40.66666667,27.11111111,-26,-36.66666667,-17.33333333,-30.88888889,-0.735849057,-1.037735849,-0.490566038,-0.874213836,26,36.66666667,17.33333333,30.88888889,0.735849057,1.037735849,0.490566038,0.874213836,0.577777778,0.924369748,0.351351351,0.725848564,0.577777778,0.924369748,0.351351351,0.725848564,0,,,0,5,31,18,12,18.66666667,12.44444444,-2,-8,-1.333333333,-7.555555556,-0.056603774,-0.226415094,-0.037735849,-0.213836478,2,8,1.333333333,7.555555556,0.056603774,0.226415094,0.037735849,0.213836478,0.105263158,0.5,0.068965517,0.465753425,0.105263158,0.5,0.068965517,0.465753425,1,,,1,0,0,7,,,,
